age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previously_contacted
40,Technician,Married,Secondary,No,170.0,No,No,Cellular,28,Aug,12,6.0,-1,0,No,0
31,Management,Married,Tertiary,No,3.0,No,No,Cellular,28,Aug,12,6.0,-1,0,No,0
41,Technician,Married,Secondary,No,801.0,No,No,Cellular,28,Aug,65,4.0,-1,0,No,0
32,Management,Married,Tertiary,No,2431.0,No,No,Cellular,28,Aug,19,6.0,-1,0,No,0
37,Management,Married,Tertiary,No,839.0,No,Yes,Cellular,28,Aug,87,6.0,-1,0,No,0
33,Technician,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,56,2.0,-1,0,No,0
33,Management,Married,Secondary,No,333.0,No,No,Cellular,28,Aug,80,6.0,-1,0,No,0
52,Management,Married,Tertiary,No,-542.0,No,No,Cellular,28,Aug,80,2.0,-1,0,No,0
49,Housemaid,Married,Secondary,No,500.0,No,Yes,Cellular,28,Aug,105,2.0,-1,0,No,0
53,Housemaid,Married,Primary,Yes,42.0,No,No,Cellular,28,Aug,81,4.0,-1,0,No,0
54,Services,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,282,2.0,-1,0,No,0
59,Management,Divorced,Tertiary,No,866.0,No,No,Cellular,28,Aug,46,3.0,-1,0,No,0
30,Technician,Single,Secondary,No,1052.0,No,No,Cellular,28,Aug,147,2.0,-1,0,No,0
34,Technician,Single,Tertiary,Yes,-6.0,No,No,Cellular,28,Aug,79,6.0,-1,0,No,0
42,Management,Married,Secondary,No,-105.0,Yes,No,Cellular,28,Aug,60,2.0,-1,0,No,0
59,Management,Divorced,Tertiary,No,51.0,No,No,Cellular,28,Aug,129,2.0,-1,0,No,0
42,Management,Single,Tertiary,No,1608.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
43,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,331,2.0,-1,0,No,0
40,Management,Married,Tertiary,No,1666.0,Yes,No,Cellular,28,Aug,271,4.0,-1,0,No,0
43,Management,Married,Tertiary,No,2696.0,Yes,No,Cellular,28,Aug,86,6.0,-1,0,No,0
60,Retired,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,113,2.0,-1,0,No,0
47,Technician,Divorced,Secondary,No,-105.0,No,No,Telephone,28,Aug,192,2.0,-1,0,No,0
57,Retired,Married,Primary,No,75.0,No,No,Cellular,28,Aug,118,2.0,-1,0,No,0
37,Management,Married,Tertiary,No,236.0,No,No,Cellular,28,Aug,95,2.0,-1,0,No,0
42,Management,Married,Tertiary,No,-671.0,No,No,Cellular,28,Aug,80,2.0,-1,0,No,0
36,Management,Married,Tertiary,No,659.0,No,No,Cellular,28,Aug,90,6.0,-1,0,No,0
55,Housemaid,Married,Primary,No,1233.0,No,No,Cellular,28,Aug,97,2.0,-1,0,No,0
32,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,74,2.0,-1,0,No,0
49,Blue-collar,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,173,2.0,-1,0,No,0
32,Housemaid,Married,Secondary,No,156.0,No,Yes,Cellular,28,Aug,82,4.0,-1,0,No,0
31,Technician,Single,Tertiary,No,44.0,No,No,Cellular,28,Aug,16,6.0,-1,0,No,0
37,Technician,Married,Secondary,No,1309.0,Yes,No,Cellular,28,Aug,77,4.0,-1,0,No,0
32,Technician,Single,Secondary,No,2421.0,Yes,No,Cellular,28,Aug,14,6.0,-1,0,No,0
46,Technician,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,63,2.0,-1,0,No,0
31,Technician,Single,Secondary,No,23.0,No,No,Cellular,28,Aug,110,2.0,-1,0,No,0
33,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,59,6.0,-1,0,No,0
43,Technician,Divorced,Secondary,No,0.0,No,No,Cellular,28,Aug,192,2.0,-1,0,No,0
50,Blue-collar,Married,Secondary,No,326.0,No,No,Cellular,28,Aug,157,6.0,-1,0,No,0
50,Blue-collar,Married,Primary,No,403.0,No,No,Cellular,28,Aug,119,6.0,-1,0,No,0
34,Technician,Married,Secondary,No,1.0,No,No,Cellular,28,Aug,535,2.0,-1,0,Yes,0
32,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,15,6.0,-1,0,No,0
46,Management,Married,Tertiary,No,-3.0,No,No,Cellular,28,Aug,205,2.0,-1,0,No,0
31,Management,Married,Tertiary,No,60.0,No,No,Cellular,28,Aug,302,2.0,-1,0,No,0
45,Blue-collar,Married,Primary,No,751.0,No,No,Cellular,28,Aug,151,4.0,-1,0,No,0
50,Services,Married,Secondary,No,1545.0,No,No,Cellular,28,Aug,56,6.0,-1,0,No,0
31,Admin.,Married,Secondary,No,23.0,No,No,Cellular,28,Aug,322,6.0,-1,0,No,0
34,Technician,Single,Secondary,No,0.0,No,No,Cellular,28,Aug,54,4.0,-1,0,No,0
30,Management,Single,Tertiary,No,3462.0,Yes,No,Cellular,28,Aug,81,6.0,-1,0,No,0
59,Retired,Married,Secondary,No,1887.0,No,No,Cellular,28,Aug,88,6.0,-1,0,No,0
34,Unemployed,Single,Tertiary,No,786.0,No,No,Cellular,28,Aug,122,6.0,-1,0,No,0
44,Technician,Divorced,Secondary,No,2179.0,No,No,Cellular,28,Aug,180,6.0,-1,0,No,0
32,Technician,Single,Tertiary,No,632.0,Yes,No,Cellular,28,Aug,82,6.0,-1,0,No,0
32,Unemployed,Single,Tertiary,No,99.0,No,No,Cellular,28,Aug,49,6.0,-1,0,No,0
55,Retired,Married,Secondary,No,185.0,No,No,Cellular,28,Aug,26,4.0,-1,0,No,0
42,Technician,Divorced,Secondary,No,305.0,Yes,No,Cellular,28,Aug,82,4.0,-1,0,No,0
36,Technician,Married,Secondary,No,278.0,No,No,Cellular,28,Aug,121,6.0,-1,0,No,0
30,Technician,Single,Tertiary,No,187.0,No,No,Cellular,28,Aug,66,4.0,-1,0,No,0
53,Management,Married,Tertiary,No,761.0,No,Yes,Cellular,28,Aug,85,6.0,-1,0,No,0
55,Retired,Married,Secondary,No,123.0,No,No,Cellular,28,Aug,70,6.0,-1,0,No,0
50,Technician,Married,Secondary,No,-997.0,No,Yes,Cellular,28,Aug,70,6.0,-1,0,No,0
43,Technician,Married,Tertiary,No,80.0,No,No,Cellular,28,Aug,9,6.0,-1,0,No,0
60,Retired,Married,Tertiary,No,486.0,No,No,Cellular,28,Aug,139,4.0,-1,0,No,0
42,Management,Single,Tertiary,No,759.0,No,Yes,Cellular,28,Aug,105,6.0,-1,0,No,0
34,Management,Single,Tertiary,No,46.0,No,No,Cellular,28,Aug,211,6.0,-1,0,No,0
38,Student,Married,Secondary,No,140.0,No,No,Cellular,28,Aug,12,6.0,-1,0,No,0
37,Management,Married,Tertiary,No,3462.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
41,Technician,Married,Secondary,No,1946.0,No,No,Cellular,28,Aug,327,6.0,-1,0,No,0
59,Retired,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,23,6.0,-1,0,No,0
46,Management,Married,Tertiary,No,1906.0,No,No,Cellular,28,Aug,44,6.0,-1,0,No,0
34,Technician,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,183,6.0,-1,0,No,0
40,Technician,Married,Secondary,No,1232.0,No,No,Cellular,28,Aug,175,6.0,-1,0,No,0
37,Management,Married,Secondary,No,859.0,No,No,Cellular,28,Aug,246,6.0,-1,0,No,0
44,Management,Divorced,Tertiary,No,0.0,No,No,Cellular,28,Aug,70,6.0,-1,0,No,0
30,Technician,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,20,6.0,-1,0,No,0
32,Services,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,23,6.0,-1,0,No,0
50,Blue-collar,Married,Secondary,No,3462.0,No,No,Cellular,28,Aug,20,6.0,-1,0,No,0
42,Technician,Married,Secondary,No,1013.0,No,Yes,Cellular,28,Aug,117,6.0,-1,0,No,0
42,Technician,Divorced,Secondary,No,37.0,No,No,Cellular,28,Aug,28,6.0,-1,0,No,0
59,Retired,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,359,6.0,-1,0,No,0
44,Management,Married,Tertiary,No,217.0,Yes,No,Cellular,28,Aug,203,4.0,-1,0,No,0
47,Services,Married,Secondary,Yes,0.0,No,No,Cellular,28,Aug,21,6.0,-1,0,No,0
52,Technician,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,84,6.0,-1,0,No,0
55,Admin.,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,16,6.0,-1,0,No,0
44,Technician,Married,Secondary,No,65.0,No,No,Telephone,28,Aug,53,6.0,-1,0,No,0
59,Retired,Married,Secondary,No,82.0,No,No,Cellular,28,Aug,308,6.0,-1,0,No,0
46,Technician,Single,Tertiary,No,568.0,No,No,Telephone,28,Aug,51,4.0,-1,0,No,0
44,Self-employed,Married,Tertiary,No,134.0,No,No,Cellular,28,Aug,86,4.0,-1,0,No,0
53,Blue-collar,Married,Primary,No,3462.0,No,No,Cellular,28,Aug,2372,6.0,-1,0,Yes,0
39,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,93,6.0,-1,0,No,0
35,Technician,Divorced,Secondary,No,89.0,No,No,Cellular,28,Aug,203,6.0,-1,0,No,0
48,Housemaid,Married,Tertiary,No,197.0,No,No,Cellular,28,Aug,256,6.0,-1,0,No,0
36,Technician,Married,Tertiary,No,837.0,No,No,Cellular,28,Aug,68,6.0,-1,0,No,0
33,Management,Married,Tertiary,No,3462.0,No,No,Cellular,28,Aug,19,6.0,-1,0,No,0
51,Services,Married,Secondary,No,3462.0,No,No,Cellular,28,Aug,98,6.0,-1,0,No,0
32,Entrepreneur,Single,Tertiary,No,890.0,Yes,Yes,Cellular,28,Aug,27,6.0,-1,0,No,0
37,Technician,Married,Secondary,No,163.0,No,Yes,Cellular,28,Aug,9,6.0,-1,0,No,0
42,Technician,Married,Secondary,No,3.0,No,No,Cellular,28,Aug,11,6.0,-1,0,No,0
43,Management,Married,Tertiary,No,241.0,No,No,Cellular,28,Aug,79,6.0,-1,0,No,0
42,Services,Married,Secondary,No,59.0,No,No,Cellular,28,Aug,144,6.0,-1,0,No,0
39,Housemaid,Married,Tertiary,No,315.0,No,No,Cellular,28,Aug,53,4.0,-1,0,No,0
32,Technician,Divorced,Secondary,No,-262.0,Yes,No,Telephone,28,Aug,85,6.0,-1,0,No,0
52,Management,Married,Tertiary,No,163.0,No,No,Cellular,28,Aug,638,6.0,-1,0,No,0
31,Self-employed,Married,Tertiary,No,81.0,No,No,Cellular,28,Aug,532,2.0,-1,0,No,0
47,Admin.,Divorced,Secondary,No,225.0,No,No,Cellular,28,Aug,1126,4.0,-1,0,Yes,0
32,Management,Married,Tertiary,No,864.0,Yes,No,Cellular,28,Aug,17,6.0,-1,0,No,0
40,Housemaid,Married,Primary,No,0.0,No,No,Cellular,28,Aug,16,6.0,-1,0,No,0
48,Technician,Married,Secondary,No,1548.0,No,No,Cellular,28,Aug,143,5.0,-1,0,No,0
54,Management,Divorced,Tertiary,No,0.0,No,No,Cellular,28,Aug,276,6.0,-1,0,No,0
43,Management,Divorced,Tertiary,No,3327.0,No,No,Telephone,28,Aug,146,6.0,-1,0,No,0
48,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,16,6.0,-1,0,No,0
55,Services,Married,Secondary,No,879.0,No,No,Cellular,28,Aug,183,6.0,-1,0,No,0
37,Technician,Married,Secondary,No,729.0,No,No,Cellular,28,Aug,156,6.0,-1,0,No,0
36,Technician,Married,Secondary,No,-158.0,Yes,No,Cellular,28,Aug,1037,6.0,-1,0,No,0
58,Housemaid,Married,Primary,No,3462.0,No,No,Cellular,28,Aug,507,6.0,-1,0,No,0
31,Technician,Single,Secondary,No,0.0,No,No,Cellular,28,Aug,18,6.0,-1,0,No,0
31,Management,Single,Tertiary,No,35.0,No,No,Cellular,28,Aug,27,6.0,-1,0,No,0
56,Retired,Married,Secondary,No,1333.0,No,No,Cellular,28,Aug,17,6.0,-1,0,No,0
49,Services,Married,Secondary,No,2420.0,Yes,No,Telephone,28,Aug,19,6.0,-1,0,No,0
34,Technician,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,12,6.0,-1,0,No,0
38,Management,Married,Tertiary,No,173.0,No,No,Cellular,28,Aug,32,6.0,-1,0,No,0
31,Housemaid,Married,Tertiary,No,0.0,No,No,Unknown,28,Aug,12,6.0,-1,0,No,0
33,Technician,Single,Secondary,No,111.0,No,No,Cellular,28,Aug,7,6.0,-1,0,No,0
40,Technician,Married,Tertiary,No,84.0,No,No,Cellular,28,Aug,715,6.0,-1,0,No,0
33,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
32,Admin.,Single,Tertiary,No,211.0,No,No,Cellular,28,Aug,56,6.0,-1,0,No,0
34,Technician,Single,Secondary,No,0.0,No,No,Cellular,28,Aug,195,6.0,-1,0,No,0
30,Management,Single,Tertiary,No,17.0,No,No,Cellular,28,Aug,95,6.0,-1,0,No,0
50,Housemaid,Married,Primary,No,0.0,No,No,Cellular,28,Aug,39,4.0,-1,0,No,0
55,Management,Divorced,Tertiary,No,668.0,No,No,Cellular,28,Aug,25,6.0,-1,0,No,0
60,Self-employed,Married,Secondary,No,1690.0,No,No,Cellular,28,Aug,64,6.0,-1,0,No,0
53,Management,Married,Tertiary,No,37.0,No,No,Cellular,28,Aug,51,6.0,-1,0,No,0
45,Blue-collar,Married,Secondary,No,-183.0,Yes,Yes,Cellular,28,Aug,8,6.0,-1,0,No,0
53,Blue-collar,Married,Secondary,No,65.0,No,No,Cellular,28,Aug,25,6.0,-1,0,No,0
31,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,38,6.0,-1,0,No,0
34,Technician,Married,Secondary,No,-173.0,No,No,Cellular,28,Aug,85,2.0,-1,0,No,0
54,Management,Married,Tertiary,No,1258.0,No,No,Cellular,28,Aug,153,6.0,-1,0,No,0
34,Management,Single,Tertiary,No,3462.0,No,No,Cellular,28,Aug,210,5.0,-1,0,No,0
48,Blue-collar,Married,Secondary,No,2499.0,No,No,Cellular,28,Aug,429,3.0,-1,0,No,0
37,Technician,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,76,1.0,-1,0,No,0
45,Blue-collar,Married,Primary,No,377.0,No,No,Cellular,28,Aug,26,6.0,-1,0,No,0
33,Self-employed,Married,Secondary,No,77.0,No,No,Cellular,28,Aug,958,6.0,-1,0,No,0
33,Management,Single,Tertiary,No,1530.0,No,No,Cellular,28,Aug,88,6.0,-1,0,No,0
48,Housemaid,Married,Primary,No,0.0,No,No,Cellular,28,Aug,20,6.0,-1,0,No,0
53,Services,Married,Secondary,No,658.0,No,No,Cellular,28,Aug,18,6.0,-1,0,No,0
52,Services,Married,Secondary,No,1645.0,No,No,Cellular,28,Aug,248,1.0,-1,0,No,0
32,Technician,Single,Tertiary,No,3462.0,Yes,No,Cellular,28,Aug,16,6.0,-1,0,No,0
33,Technician,Single,Tertiary,No,436.0,No,No,Cellular,28,Aug,258,6.0,-1,0,No,0
39,Technician,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
35,Technician,Married,Tertiary,No,75.0,No,No,Cellular,28,Aug,9,6.0,-1,0,No,0
51,Blue-collar,Married,Secondary,No,279.0,No,No,Cellular,28,Aug,64,3.0,-1,0,No,0
34,Management,Single,Tertiary,No,3462.0,Yes,No,Cellular,28,Aug,373,6.0,-1,0,No,0
35,Technician,Single,Secondary,No,230.0,No,No,Cellular,28,Aug,104,1.0,-1,0,No,0
30,Technician,Single,Secondary,No,167.0,No,No,Cellular,28,Aug,35,6.0,-1,0,No,0
52,Technician,Married,Secondary,No,118.0,No,No,Cellular,28,Aug,16,6.0,-1,0,No,0
48,Blue-collar,Married,Primary,No,323.0,No,No,Cellular,28,Aug,158,6.0,-1,0,No,0
36,Technician,Single,Tertiary,No,97.0,No,No,Cellular,28,Aug,69,6.0,-1,0,No,0
30,Technician,Divorced,Secondary,No,3028.0,Yes,No,Cellular,28,Aug,65,5.0,-1,0,No,0
57,Retired,Married,Secondary,No,-157.0,No,No,Cellular,28,Aug,31,6.0,-1,0,No,0
55,Admin.,Married,Secondary,No,-2.0,No,No,Cellular,28,Aug,76,1.0,-1,0,No,0
30,Technician,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,140,6.0,-1,0,No,0
48,Housemaid,Single,Secondary,No,71.0,No,No,Cellular,28,Aug,97,3.0,-1,0,No,0
45,Self-employed,Married,Secondary,No,396.0,No,No,Cellular,28,Aug,238,1.0,-1,0,No,0
36,Management,Married,Tertiary,No,200.0,No,No,Cellular,28,Aug,131,1.0,-1,0,No,0
36,Technician,Divorced,Tertiary,No,466.0,No,No,Cellular,28,Aug,171,1.0,-1,0,No,0
31,Management,Single,Tertiary,No,713.0,No,No,Cellular,28,Aug,162,1.0,-1,0,No,0
41,Technician,Married,Secondary,No,1788.0,No,No,Cellular,28,Aug,222,1.0,-1,0,No,0
33,Management,Single,Tertiary,No,755.0,Yes,No,Cellular,28,Aug,68,6.0,-1,0,No,0
34,Technician,Married,Secondary,No,298.0,No,No,Cellular,28,Aug,42,6.0,-1,0,No,0
43,Management,Married,Tertiary,No,370.0,No,No,Cellular,28,Aug,142,5.0,-1,0,No,0
31,Management,Married,Tertiary,No,459.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
45,Self-employed,Married,Tertiary,No,240.0,No,No,Cellular,28,Aug,163,4.0,-1,0,No,0
32,Technician,Single,Tertiary,No,723.0,No,No,Cellular,28,Aug,68,6.0,-1,0,No,0
32,Technician,Married,Secondary,No,-300.0,No,No,Cellular,28,Aug,226,6.0,-1,0,No,0
38,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,77,6.0,-1,0,No,0
42,Self-employed,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,35,6.0,-1,0,No,0
52,Technician,Married,Secondary,No,136.0,No,No,Cellular,28,Aug,88,5.0,-1,0,No,0
40,Management,Married,Tertiary,No,558.0,No,No,Cellular,28,Aug,50,5.0,-1,0,No,0
53,Management,Divorced,Tertiary,No,15.0,No,No,Cellular,28,Aug,76,5.0,-1,0,No,0
39,Technician,Single,Tertiary,No,1522.0,Yes,No,Cellular,28,Aug,15,6.0,-1,0,No,0
54,Admin.,Married,Secondary,No,111.0,No,No,Cellular,28,Aug,29,6.0,-1,0,No,0
34,Technician,Married,Secondary,No,33.0,No,No,Cellular,28,Aug,259,1.0,-1,0,No,0
35,Management,Single,Tertiary,No,-108.0,Yes,No,Cellular,28,Aug,74,3.0,-1,0,No,0
45,Technician,Married,Secondary,No,77.0,No,No,Cellular,28,Aug,90,1.0,-1,0,No,0
45,Technician,Divorced,Secondary,No,12.0,No,No,Cellular,28,Aug,88,3.0,-1,0,No,0
47,Services,Married,Secondary,No,5.0,No,No,Cellular,28,Aug,169,1.0,-1,0,No,0
34,Management,Single,Secondary,No,1863.0,No,No,Cellular,28,Aug,143,1.0,-1,0,No,0
36,Technician,Single,Secondary,No,0.0,No,No,Cellular,28,Aug,8,6.0,-1,0,No,0
30,Technician,Married,Secondary,No,42.0,No,No,Cellular,28,Aug,140,3.0,-1,0,No,0
35,Technician,Single,Tertiary,No,0.0,Yes,No,Telephone,28,Aug,46,2.0,-1,0,No,0
35,Technician,Married,Secondary,No,-78.0,No,No,Cellular,28,Aug,102,6.0,-1,0,No,0
44,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,43,1.0,-1,0,No,0
34,Management,Single,Tertiary,Yes,621.0,No,No,Cellular,28,Aug,205,3.0,-1,0,No,0
30,Technician,Married,Tertiary,No,81.0,No,No,Cellular,28,Aug,51,1.0,-1,0,No,0
41,Technician,Married,Secondary,No,3462.0,No,No,Cellular,28,Aug,50,5.0,-1,0,No,0
38,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,59,6.0,-1,0,No,0
41,Technician,Divorced,Secondary,No,475.0,Yes,No,Cellular,28,Aug,49,6.0,-1,0,No,0
37,Self-employed,Married,Tertiary,No,552.0,No,No,Cellular,28,Aug,379,1.0,-1,0,No,0
52,Blue-collar,Married,Secondary,No,305.0,No,No,Cellular,28,Aug,26,6.0,-1,0,No,0
43,Housemaid,Married,Primary,No,685.0,No,No,Cellular,28,Aug,77,6.0,-1,0,No,0
60,Retired,Married,Tertiary,No,45.0,No,No,Cellular,28,Aug,39,5.0,-1,0,No,0
34,Technician,Married,Secondary,No,553.0,No,No,Cellular,28,Aug,45,6.0,-1,0,No,0
34,Management,Married,Tertiary,No,2032.0,No,No,Cellular,28,Aug,103,6.0,-1,0,No,0
39,Management,Divorced,Tertiary,No,295.0,No,No,Cellular,28,Aug,68,2.0,-1,0,No,0
44,Management,Married,Tertiary,No,795.0,No,No,Cellular,28,Aug,99,6.0,-1,0,No,0
51,Housemaid,Married,Primary,No,605.0,No,No,Cellular,28,Aug,270,6.0,-1,0,No,0
52,Blue-collar,Married,Primary,No,-490.0,Yes,Yes,Cellular,28,Aug,74,6.0,-1,0,No,0
40,Technician,Married,Secondary,No,88.0,No,No,Cellular,28,Aug,214,3.0,-1,0,No,0
47,Blue-collar,Married,Primary,No,1480.0,No,No,Cellular,28,Aug,460,5.0,-1,0,No,0
40,Technician,Married,Secondary,Yes,0.0,No,No,Cellular,28,Aug,147,2.0,-1,0,No,0
32,Management,Single,Tertiary,No,813.0,No,No,Cellular,28,Aug,114,6.0,-1,0,No,0
50,Blue-collar,Married,Primary,No,565.0,Yes,Yes,Cellular,28,Aug,36,3.0,-1,0,No,0
31,Technician,Single,Tertiary,No,-564.0,Yes,Yes,Cellular,28,Aug,49,6.0,-1,0,No,0
33,Management,Married,Tertiary,No,968.0,No,Yes,Cellular,28,Aug,95,6.0,-1,0,No,0
60,Retired,Married,Secondary,No,4.0,No,No,Cellular,28,Aug,602,3.0,-1,0,No,0
33,Technician,Married,Secondary,No,2.0,No,No,Cellular,28,Aug,385,6.0,-1,0,No,0
31,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,35,6.0,-1,0,No,0
31,Technician,Single,Secondary,No,182.0,No,No,Cellular,28,Aug,52,5.0,-1,0,No,0
33,Technician,Single,Tertiary,No,34.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
58,Blue-collar,Married,Primary,No,3462.0,No,No,Cellular,28,Aug,9,6.0,-1,0,No,0
49,Management,Married,Tertiary,No,223.0,No,No,Cellular,28,Aug,22,6.0,-1,0,No,0
35,Management,Single,Tertiary,No,556.0,No,No,Cellular,28,Aug,52,6.0,-1,0,No,0
43,Technician,Divorced,Tertiary,No,0.0,No,No,Cellular,28,Aug,142,6.0,-1,0,No,0
44,Management,Married,Tertiary,No,278.0,No,No,Cellular,28,Aug,95,4.0,-1,0,No,0
35,Technician,Married,Secondary,No,353.0,No,No,Cellular,28,Aug,17,6.0,-1,0,No,0
31,Technician,Single,Tertiary,No,162.0,No,No,Cellular,28,Aug,13,6.0,-1,0,No,0
33,Technician,Married,Secondary,No,95.0,No,No,Cellular,28,Aug,26,6.0,-1,0,No,0
48,Management,Single,Tertiary,No,81.0,No,No,Cellular,28,Aug,23,6.0,-1,0,No,0
30,Technician,Single,Secondary,No,3.0,No,No,Cellular,28,Aug,21,6.0,-1,0,No,0
43,Management,Single,Tertiary,No,1077.0,No,Yes,Telephone,28,Aug,48,3.0,-1,0,No,0
59,Retired,Married,Primary,No,1425.0,Yes,No,Cellular,28,Aug,299,3.0,-1,0,No,0
51,Admin.,Married,Tertiary,No,26.0,Yes,No,Telephone,28,Aug,51,3.0,-1,0,No,0
36,Management,Married,Tertiary,No,918.0,No,No,Cellular,28,Aug,58,6.0,-1,0,No,0
49,Management,Single,Tertiary,No,588.0,No,No,Cellular,28,Aug,70,6.0,-1,0,No,0
59,Retired,Married,Primary,No,3462.0,No,No,Cellular,28,Aug,106,3.0,-1,0,No,0
42,Technician,Married,Secondary,No,3462.0,No,No,Cellular,28,Aug,23,6.0,-1,0,No,0
47,Blue-collar,Married,Primary,No,3440.0,No,No,Cellular,28,Aug,88,6.0,-1,0,No,0
32,Technician,Single,Secondary,No,35.0,No,No,Cellular,28,Aug,199,6.0,-1,0,No,0
36,Technician,Married,Tertiary,Yes,63.0,No,No,Cellular,28,Aug,12,6.0,-1,0,No,0
60,Retired,Married,Tertiary,No,872.0,No,No,Telephone,28,Aug,37,5.0,-1,0,No,0
55,Retired,Married,Secondary,No,159.0,No,No,Cellular,28,Aug,159,1.0,-1,0,No,0
45,Blue-collar,Married,Primary,No,1291.0,Yes,No,Cellular,28,Aug,189,6.0,-1,0,No,0
34,Management,Single,Tertiary,No,-64.0,Yes,Yes,Cellular,28,Aug,693,6.0,-1,0,No,0
32,Technician,Married,Secondary,No,1011.0,No,No,Cellular,28,Aug,56,6.0,-1,0,No,0
35,Technician,Married,Secondary,No,433.0,No,No,Cellular,28,Aug,14,6.0,-1,0,No,0
30,Technician,Single,Secondary,No,1286.0,No,No,Telephone,28,Aug,44,6.0,-1,0,No,0
31,Technician,Single,Secondary,No,3462.0,No,No,Telephone,28,Aug,64,6.0,-1,0,No,0
30,Management,Single,Tertiary,No,0.0,No,No,Cellular,28,Aug,62,6.0,-1,0,No,0
35,Management,Married,Tertiary,No,1684.0,Yes,No,Cellular,28,Aug,39,6.0,-1,0,No,0
49,Blue-collar,Married,Primary,No,592.0,No,No,Cellular,28,Aug,133,6.0,-1,0,No,0
35,Technician,Single,Secondary,Yes,-30.0,No,No,Cellular,28,Aug,32,2.0,-1,0,No,0
32,Technician,Married,Secondary,No,-213.0,Yes,No,Cellular,28,Aug,310,6.0,-1,0,No,0
58,Management,Married,Tertiary,No,0.0,No,No,Cellular,28,Aug,24,6.0,-1,0,No,0
30,Management,Married,Tertiary,No,1239.0,No,No,Cellular,28,Aug,125,5.0,-1,0,No,0
38,Technician,Married,Secondary,No,0.0,No,No,Cellular,28,Aug,176,6.0,-1,0,No,0
35,Technician,Single,Tertiary,No,576.0,No,No,Cellular,28,Aug,8,6.0,-1,0,No,0
60,Management,Married,Tertiary,No,3029.0,No,No,Cellular,28,Aug,26,6.0,-1,0,No,0
36,Technician,Married,Secondary,No,3462.0,Yes,No,Cellular,28,Aug,76,6.0,-1,0,No,0
56,Blue-collar,Married,Primary,No,313.0,No,No,Cellular,28,Aug,24,6.0,-1,0,No,0
46,Technician,Married,Secondary,No,292.0,No,Yes,Cellular,28,Aug,7,6.0,-1,0,No,0
43,Management,Single,Tertiary,No,946.0,No,No,Telephone,28,Aug,40,1.0,-1,0,No,0
41,Technician,Divorced,Secondary,No,195.0,No,No,Cellular,28,Aug,260,1.0,-1,0,No,0
31,Technician,Married,Secondary,No,367.0,No,No,Cellular,28,Aug,79,6.0,-1,0,No,0
48,Blue-collar,Married,Primary,No,266.0,No,No,Telephone,28,Aug,58,5.0,-1,0,No,0
60,Technician,Divorced,Secondary,No,-50.0,No,No,Cellular,28,Aug,433,6.0,-1,0,No,0
36,Technician,Single,Secondary,No,34.0,No,Yes,Cellular,28,Aug,247,1.0,-1,0,No,0
34,Management,Single,Tertiary,No,603.0,No,No,Cellular,28,Aug,787,1.0,-1,0,No,0
58,Retired,Married,Tertiary,No,1326.0,No,No,Cellular,28,Aug,201,1.0,-1,0,No,0
45,Technician,Married,Tertiary,No,265.0,No,No,Cellular,28,Aug,14,3.0,-1,0,No,0
39,Management,Married,Tertiary,No,-17.0,Yes,Yes,Cellular,28,Aug,908,1.0,-1,0,Yes,0
55,Technician,Married,Secondary,No,55.0,No,Yes,Cellular,28,Aug,19,6.0,-1,0,No,0
32,Technician,Married,Secondary,No,963.0,No,No,Cellular,28,Aug,15,6.0,-1,0,No,0
