age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,y,previously_contacted,season_quarter,has_housing,has_personal,debt_score,age_group,is_high_value,month
45,Management,Married,Tertiary,No,1300.0,No,No,Cellular,30,135,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
37,Admin.,Married,Secondary,No,892.0,Yes,No,Cellular,30,269,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
57,Retired,Divorced,Secondary,No,39.0,Yes,No,Cellular,30,354,3.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
48,Blue-collar,Married,Secondary,No,305.0,No,No,Telephone,30,169,3.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
56,Services,Married,Secondary,No,3462.0,Yes,No,Cellular,30,251,3.0,-1,0,No,0,Q3,1,0,1,Senior,1,Jul
27,Management,Single,Tertiary,No,1.0,Yes,No,Cellular,30,764,4.0,-1,0,Yes,0,Q3,1,0,1,Young Adult,0,Jul
46,Entrepreneur,Married,Secondary,No,3462.0,No,No,Cellular,30,251,3.0,-1,0,No,0,Q3,0,0,0,Senior,1,Jul
60,Housemaid,Married,Primary,No,921.0,No,No,Telephone,30,23,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
46,Technician,Married,Tertiary,No,16.0,No,No,Cellular,30,121,3.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
48,Admin.,Married,Tertiary,No,1015.0,No,Yes,Telephone,30,100,3.0,-1,0,No,0,Q3,0,1,1,Senior,1,Jul
36,Blue-collar,Married,Secondary,No,0.0,Yes,No,Cellular,30,184,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
36,Admin.,Married,Secondary,No,251.0,No,No,Cellular,30,180,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
30,Self-employed,Single,Tertiary,No,166.0,No,No,Cellular,30,151,4.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Jul
31,Blue-collar,Married,Secondary,No,29.0,No,No,Cellular,30,130,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
47,Management,Married,Tertiary,No,337.0,No,No,Telephone,30,300,5.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
59,Management,Married,Tertiary,No,123.0,Yes,No,Cellular,30,70,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
30,Admin.,Single,Secondary,No,285.0,Yes,No,Cellular,30,68,6.0,-1,0,No,0,Q3,1,0,1,Young Adult,0,Jul
29,Blue-collar,Married,Secondary,No,1175.0,Yes,Yes,Cellular,30,141,4.0,-1,0,No,0,Q3,1,1,2,Young Adult,0,Jul
51,Services,Married,Secondary,No,-437.0,No,Yes,Cellular,30,130,3.0,-1,0,No,0,Q3,0,1,1,Senior,0,Jul
53,Management,Divorced,Tertiary,Yes,0.0,Yes,Yes,Cellular,30,75,5.0,-1,0,No,0,Q3,1,1,2,Senior,0,Jul
45,Management,Married,Tertiary,No,81.0,No,Yes,Cellular,30,61,3.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
58,Technician,Married,Secondary,No,86.0,No,No,Cellular,30,95,3.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
56,Unemployed,Divorced,Tertiary,No,0.0,Yes,No,Cellular,30,1259,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
27,Technician,Single,Secondary,No,489.0,Yes,No,Cellular,30,356,4.0,-1,0,Yes,0,Q3,1,0,1,Young Adult,0,Jul
34,Admin.,Married,Primary,No,412.0,Yes,No,Cellular,30,134,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
25,Blue-collar,Married,Secondary,No,-288.0,No,Yes,Cellular,30,311,4.0,-1,0,No,0,Q3,0,1,1,Young Adult,0,Jul
49,Admin.,Divorced,Secondary,No,769.0,No,No,Cellular,30,157,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
27,Housemaid,Single,Secondary,Yes,-319.0,No,Yes,Cellular,30,89,2.0,-1,0,No,0,Q3,0,1,1,Young Adult,0,Jul
46,Management,Married,Tertiary,No,37.0,Yes,No,Cellular,30,239,4.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
36,Housemaid,Married,Primary,No,78.0,Yes,No,Telephone,30,2692,6.0,-1,0,Yes,0,Q3,1,0,1,Middle Aged,0,Jul
30,Management,Single,Secondary,No,-62.0,No,Yes,Cellular,30,117,6.0,-1,0,No,0,Q3,0,1,1,Young Adult,0,Jul
56,Technician,Divorced,Secondary,No,1939.0,Yes,No,Cellular,30,121,3.0,-1,0,No,0,Q3,1,0,1,Senior,1,Jul
59,Housemaid,Divorced,Primary,No,2518.0,No,No,Cellular,30,675,3.0,-1,0,Yes,0,Q3,0,0,0,Senior,1,Jul
38,Technician,Single,Secondary,No,1923.0,No,No,Cellular,30,331,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
43,Admin.,Married,Secondary,No,2682.0,No,No,Cellular,30,103,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
39,Management,Married,Tertiary,No,346.0,No,No,Cellular,30,230,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
48,Self-employed,Married,Tertiary,No,0.0,No,No,Cellular,30,100,5.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
27,Services,Divorced,Secondary,No,397.0,No,Yes,Cellular,30,192,3.0,-1,0,No,0,Q3,0,1,1,Young Adult,0,Jul
43,Blue-collar,Single,Primary,No,2.0,Yes,No,Cellular,30,783,3.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
34,Technician,Single,Tertiary,No,184.0,Yes,No,Cellular,30,87,3.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
44,Services,Married,Secondary,No,972.0,Yes,No,Cellular,30,294,3.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
40,Management,Single,Tertiary,No,89.0,Yes,No,Cellular,30,96,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
41,Admin.,Married,Secondary,No,1705.0,No,No,Cellular,30,92,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
36,Services,Married,Secondary,No,0.0,Yes,No,Cellular,30,54,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
36,Services,Married,Secondary,No,-11.0,Yes,No,Cellular,30,172,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
39,Technician,Married,Tertiary,No,-1099.0,Yes,No,Cellular,30,56,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
30,Management,Single,Tertiary,Yes,35.0,No,No,Cellular,30,185,4.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Jul
59,Management,Divorced,Tertiary,No,0.0,No,No,Telephone,30,196,3.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
25,Admin.,Single,Secondary,No,230.0,No,No,Telephone,30,394,6.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Jul
51,Housemaid,Married,Primary,No,1337.0,No,No,Telephone,30,74,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
43,Admin.,Married,Secondary,No,378.0,No,No,Cellular,30,782,6.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Jul
53,Blue-collar,Married,Secondary,No,2047.0,No,No,Telephone,30,342,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
33,Management,Divorced,Secondary,No,321.0,No,Yes,Cellular,30,151,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
48,Housemaid,Married,Primary,No,283.0,Yes,No,Telephone,30,383,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
52,Management,Married,Secondary,No,0.0,No,No,Cellular,30,249,3.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
54,Technician,Single,Secondary,No,23.0,No,No,Cellular,30,93,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
40,Management,Married,Tertiary,No,423.0,Yes,No,Cellular,30,134,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
59,Blue-collar,Married,Primary,No,-209.0,No,No,Telephone,30,215,3.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
37,Admin.,Single,Tertiary,No,869.0,No,No,Cellular,30,60,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
49,Blue-collar,Married,Secondary,No,395.0,No,Yes,Cellular,30,188,3.0,-1,0,No,0,Q3,0,1,1,Senior,0,Jul
30,Management,Married,Tertiary,No,160.0,Yes,No,Cellular,30,83,4.0,-1,0,No,0,Q3,1,0,1,Young Adult,0,Jul
39,Blue-collar,Married,Secondary,No,8.0,No,No,Cellular,30,88,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
35,Unemployed,Married,Secondary,No,144.0,No,No,Cellular,30,187,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
29,Blue-collar,Married,Primary,No,630.0,Yes,No,Cellular,30,219,5.0,-1,0,No,0,Q3,1,0,1,Young Adult,0,Jul
44,Self-employed,Married,Secondary,No,680.0,Yes,No,Telephone,30,84,4.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
44,Services,Married,Secondary,No,742.0,No,No,Telephone,30,77,5.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
26,Services,Married,Secondary,Yes,13.0,Yes,Yes,Cellular,30,21,6.0,-1,0,No,0,Q3,1,1,2,Young Adult,0,Jul
26,Self-employed,Single,Tertiary,No,50.0,No,No,Cellular,30,160,4.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Jul
33,Management,Married,Tertiary,No,89.0,Yes,No,Cellular,30,61,4.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
55,Retired,Married,Secondary,No,3462.0,No,Yes,Telephone,30,208,3.0,-1,0,No,0,Q3,0,1,1,Senior,1,Jul
40,Management,Single,Secondary,No,900.0,Yes,No,Cellular,30,84,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
29,Admin.,Single,Secondary,No,345.0,Yes,Yes,Cellular,30,98,6.0,-1,0,No,0,Q3,1,1,2,Young Adult,0,Jul
39,Technician,Single,Secondary,No,391.0,No,Yes,Cellular,30,962,4.0,-1,0,Yes,0,Q3,0,1,1,Middle Aged,0,Jul
35,Technician,Married,Secondary,Yes,-1322.0,Yes,No,Cellular,30,105,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
56,Unemployed,Married,Secondary,No,846.0,Yes,No,Telephone,30,213,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
44,Blue-collar,Married,Secondary,No,3462.0,No,No,Cellular,30,166,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
51,Services,Married,Secondary,No,393.0,Yes,Yes,Cellular,30,111,6.0,-1,0,No,0,Q3,1,1,2,Senior,0,Jul
33,Unemployed,Married,Secondary,No,-144.0,No,No,Cellular,30,481,3.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Jul
44,Services,Married,Secondary,No,3462.0,No,No,Cellular,31,106,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
41,Blue-collar,Married,Primary,No,1500.0,Yes,No,Cellular,31,101,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
40,Services,Divorced,Secondary,No,694.0,Yes,No,Cellular,31,75,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
30,Admin.,Single,Secondary,No,394.0,Yes,Yes,Cellular,31,75,3.0,-1,0,No,0,Q3,1,1,2,Young Adult,0,Jul
34,Admin.,Married,Secondary,No,244.0,Yes,No,Cellular,31,56,4.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
57,Blue-collar,Divorced,Secondary,No,644.0,No,Yes,Cellular,31,263,4.0,-1,0,No,0,Q3,0,1,1,Senior,0,Jul
50,Technician,Married,Tertiary,No,3337.0,Yes,Yes,Telephone,31,24,6.0,-1,0,No,0,Q3,1,1,2,Senior,0,Jul
43,Admin.,Married,Secondary,No,0.0,No,No,Cellular,31,408,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
35,Management,Married,Tertiary,No,11.0,No,No,Cellular,31,22,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
27,Services,Single,Secondary,No,0.0,Yes,No,Cellular,31,35,6.0,-1,0,No,0,Q3,1,0,1,Young Adult,0,Jul
30,Admin.,Married,Secondary,No,116.0,Yes,No,Cellular,31,15,6.0,-1,0,No,0,Q3,1,0,1,Young Adult,0,Jul
39,Admin.,Married,Secondary,No,70.0,Yes,No,Cellular,31,13,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
56,Management,Married,Tertiary,No,3462.0,No,No,Cellular,31,81,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
54,Management,Married,Tertiary,No,1938.0,Yes,No,Telephone,31,81,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
44,Management,Single,Tertiary,No,670.0,Yes,No,Cellular,31,435,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
53,Entrepreneur,Married,Tertiary,No,3462.0,No,No,Cellular,31,59,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
45,Blue-collar,Married,Secondary,No,726.0,Yes,No,Cellular,31,175,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
41,Services,Married,Secondary,No,3462.0,Yes,No,Cellular,31,150,3.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
46,Technician,Married,Secondary,No,3462.0,No,No,Telephone,31,43,5.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
59,Management,Divorced,Tertiary,No,0.0,Yes,No,Cellular,31,52,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
56,Management,Married,Secondary,No,208.0,No,Yes,Telephone,31,84,6.0,-1,0,No,0,Q3,0,1,1,Senior,0,Jul
45,Management,Divorced,Secondary,No,51.0,Yes,No,Cellular,31,67,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
58,Management,Married,Tertiary,No,0.0,No,No,Cellular,31,85,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
38,Unemployed,Married,Primary,No,311.0,No,No,Telephone,31,80,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
34,Management,Married,Tertiary,No,82.0,No,No,Cellular,31,134,5.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
43,Admin.,Married,Secondary,No,1996.0,No,Yes,Cellular,31,34,3.0,-1,0,No,0,Q3,0,1,1,Middle Aged,1,Jul
46,Management,Married,Secondary,No,1114.0,No,No,Cellular,31,87,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
48,Management,Married,Tertiary,No,3462.0,Yes,No,Cellular,31,153,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
54,Services,Married,Secondary,No,2061.0,Yes,No,Telephone,31,301,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
59,Blue-collar,Married,Primary,No,80.0,Yes,No,Telephone,31,46,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
59,Retired,Married,Secondary,No,201.0,No,No,Cellular,31,69,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
41,Management,Single,Secondary,No,1138.0,No,No,Cellular,31,283,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
38,Technician,Married,Secondary,Yes,0.0,No,Yes,Cellular,31,44,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
41,Technician,Single,Secondary,No,3023.0,No,No,Cellular,31,616,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
46,Admin.,Married,Secondary,No,526.0,No,Yes,Cellular,31,251,3.0,-1,0,No,0,Q3,0,1,1,Senior,1,Jul
59,Blue-collar,Divorced,Primary,No,3462.0,Yes,No,Telephone,31,69,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
48,Blue-collar,Married,Primary,No,816.0,Yes,No,Cellular,31,114,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
44,Services,Married,Secondary,No,0.0,No,No,Cellular,31,160,5.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
43,Admin.,Married,Secondary,No,352.0,No,Yes,Cellular,31,165,4.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
27,Technician,Single,Secondary,No,0.0,No,No,Cellular,31,13,3.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Jul
42,Self-employed,Married,Tertiary,No,0.0,Yes,No,Telephone,31,650,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
37,Blue-collar,Married,Secondary,No,417.0,No,No,Cellular,31,1212,5.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
49,Retired,Divorced,Secondary,No,224.0,No,Yes,Cellular,31,79,4.0,-1,0,No,0,Q3,0,1,1,Senior,0,Jul
53,Retired,Married,Primary,No,118.0,No,No,Telephone,31,176,5.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
37,Admin.,Single,Secondary,No,483.0,No,No,Cellular,31,11,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
35,Technician,Single,Secondary,No,161.0,Yes,Yes,Cellular,31,175,4.0,-1,0,No,0,Q3,1,1,2,Middle Aged,0,Jul
38,Admin.,Married,Tertiary,No,1209.0,No,No,Cellular,31,98,5.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
47,Entrepreneur,Married,Secondary,No,404.0,No,No,Telephone,31,125,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
30,Management,Single,Tertiary,No,47.0,No,Yes,Cellular,31,11,6.0,-1,0,No,0,Q3,0,1,1,Young Adult,0,Jul
58,Blue-collar,Married,Primary,No,0.0,Yes,No,Cellular,31,5,6.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
33,Entrepreneur,Married,Tertiary,No,1636.0,No,No,Cellular,31,8,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
45,Management,Married,Tertiary,No,385.0,No,Yes,Cellular,31,12,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
36,Self-employed,Single,Tertiary,No,1240.0,No,No,Cellular,31,812,3.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Jul
35,Technician,Single,Tertiary,No,3462.0,No,No,Telephone,31,23,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
28,Management,Single,Tertiary,No,1837.0,Yes,No,Telephone,31,49,3.0,-1,0,No,0,Q3,1,0,1,Young Adult,1,Jul
42,Admin.,Married,Secondary,No,3462.0,No,No,Cellular,31,130,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
46,Admin.,Single,Secondary,No,272.0,No,No,Cellular,31,149,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
41,Management,Single,Tertiary,No,0.0,No,No,Cellular,31,24,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
34,Technician,Single,Tertiary,No,-554.0,Yes,Yes,Cellular,31,68,3.0,-1,0,No,0,Q3,1,1,2,Middle Aged,0,Jul
45,Blue-collar,Married,Primary,No,-60.0,No,No,Cellular,31,110,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
46,Management,Married,Tertiary,No,1139.0,No,No,Cellular,31,466,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
51,Blue-collar,Married,Primary,No,63.0,Yes,Yes,Cellular,31,87,4.0,-1,0,No,0,Q3,1,1,2,Senior,0,Jul
45,Admin.,Married,Secondary,No,194.0,No,No,Cellular,31,517,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
23,Housemaid,Married,Tertiary,No,1226.0,No,No,Cellular,31,350,4.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Jul
47,Management,Married,Secondary,No,3462.0,No,No,Telephone,31,921,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
48,Retired,Married,Primary,No,1591.0,No,No,Cellular,31,217,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
35,Blue-collar,Divorced,Primary,No,1792.0,Yes,No,Cellular,31,630,6.0,-1,0,Yes,0,Q3,1,0,1,Middle Aged,0,Jul
50,Unemployed,Divorced,Tertiary,No,64.0,No,No,Cellular,31,81,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
37,Management,Married,Secondary,Yes,62.0,Yes,No,Cellular,31,85,4.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
40,Admin.,Single,Secondary,No,816.0,No,No,Cellular,31,114,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
35,Services,Married,Secondary,No,1694.0,No,Yes,Cellular,31,55,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
50,Blue-collar,Married,Secondary,No,37.0,Yes,Yes,Cellular,31,28,2.0,-1,0,No,0,Q3,1,1,2,Senior,0,Jul
53,Blue-collar,Married,Primary,No,880.0,No,No,Cellular,31,207,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
37,Entrepreneur,Married,Primary,No,62.0,No,No,Cellular,31,404,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
39,Services,Divorced,Secondary,No,42.0,No,No,Cellular,31,75,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
50,Blue-collar,Married,Secondary,No,2284.0,Yes,No,Telephone,31,1088,6.0,-1,0,Yes,0,Q3,1,0,1,Senior,0,Jul
55,Technician,Married,Secondary,No,264.0,Yes,Yes,Cellular,31,1150,5.0,-1,0,Yes,0,Q3,1,1,2,Senior,0,Jul
56,Technician,Married,Secondary,No,689.0,No,No,Cellular,31,232,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Jul
57,Management,Married,Tertiary,No,179.0,No,No,Cellular,31,190,2.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
52,Blue-collar,Single,Secondary,No,-477.0,No,No,Cellular,31,37,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
37,Technician,Married,Secondary,No,703.0,No,No,Cellular,31,92,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
31,Admin.,Married,Secondary,No,377.0,No,No,Cellular,31,384,4.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
50,Technician,Married,Secondary,No,1518.0,No,Yes,Cellular,31,321,2.0,-1,0,No,0,Q3,0,1,1,Senior,1,Jul
36,Management,Married,Tertiary,No,-381.0,Yes,No,Cellular,31,30,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
37,Technician,Married,Tertiary,No,7.0,Yes,Yes,Cellular,31,18,6.0,-1,0,No,0,Q3,1,1,2,Middle Aged,0,Jul
47,Blue-collar,Married,Secondary,No,1968.0,Yes,No,Cellular,31,394,2.0,-1,0,No,0,Q3,1,0,1,Senior,1,Jul
42,Admin.,Single,Tertiary,No,634.0,No,No,Cellular,31,451,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
53,Entrepreneur,Married,Secondary,No,28.0,No,No,Cellular,31,117,2.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
46,Blue-collar,Married,Secondary,No,870.0,No,Yes,Cellular,31,87,2.0,-1,0,No,0,Q3,0,1,1,Senior,1,Jul
41,Blue-collar,Married,Secondary,No,750.0,Yes,No,Cellular,31,207,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
40,Entrepreneur,Divorced,Tertiary,No,992.0,Yes,No,Cellular,31,196,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
44,Technician,Divorced,Primary,No,538.0,No,No,Cellular,31,196,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
37,Technician,Married,Secondary,No,1063.0,Yes,No,Cellular,31,413,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
37,Blue-collar,Married,Primary,No,153.0,No,Yes,Cellular,31,15,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
39,Services,Married,Secondary,No,124.0,Yes,No,Cellular,31,81,5.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
41,Technician,Married,Secondary,No,799.0,No,No,Cellular,31,125,6.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Jul
42,Management,Married,Tertiary,No,3462.0,Yes,No,Cellular,31,543,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
33,Self-employed,Married,Secondary,No,0.0,Yes,No,Cellular,31,14,6.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
55,Housemaid,Divorced,Secondary,No,603.0,No,No,Telephone,31,91,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Jul
32,Entrepreneur,Single,Primary,No,1770.0,No,Yes,Cellular,31,70,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
48,Blue-collar,Married,Secondary,No,-404.0,Yes,No,Cellular,31,130,3.0,-1,0,No,0,Q3,1,0,1,Senior,0,Jul
35,Services,Married,Primary,No,14.0,No,Yes,Cellular,31,151,6.0,-1,0,No,0,Q3,0,1,1,Middle Aged,0,Jul
25,Blue-collar,Married,Secondary,No,2307.0,Yes,No,Cellular,31,104,5.0,-1,0,No,0,Q3,1,0,1,Young Adult,0,Jul
45,Self-employed,Married,Secondary,No,830.0,No,No,Cellular,31,468,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
51,Entrepreneur,Married,Secondary,No,3404.0,No,No,Cellular,31,44,6.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
58,Retired,Married,Secondary,No,53.0,No,No,Cellular,31,102,2.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
37,Blue-collar,Married,Primary,No,704.0,Yes,No,Cellular,31,183,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Jul
27,Technician,Single,Secondary,No,3267.0,No,Yes,Cellular,31,62,6.0,-1,0,No,0,Q3,0,1,1,Young Adult,0,Jul
36,Technician,Married,Tertiary,No,571.0,Yes,Yes,Cellular,31,46,3.0,-1,0,No,0,Q3,1,1,2,Middle Aged,1,Jul
35,Technician,Married,Tertiary,No,108.0,Yes,No,Cellular,31,65,3.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
52,Retired,Divorced,Primary,No,353.0,No,No,Cellular,31,395,4.0,-1,0,No,0,Q3,0,0,0,Senior,0,Jul
38,Blue-collar,Married,Secondary,No,264.0,Yes,No,Telephone,31,15,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
36,Blue-collar,Married,Secondary,No,462.0,No,No,Cellular,31,474,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
44,Management,Married,Tertiary,No,0.0,Yes,No,Cellular,31,49,5.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Jul
48,Self-employed,Married,Secondary,No,884.0,Yes,No,Cellular,31,118,2.0,-1,0,No,0,Q3,1,0,1,Senior,1,Jul
44,Management,Single,Tertiary,No,617.0,No,No,Telephone,31,30,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Jul
57,Entrepreneur,Married,Secondary,No,3462.0,No,No,Telephone,31,28,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Jul
49,Unemployed,Married,Secondary,No,3462.0,No,No,Cellular,31,221,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Jul
